Country,Country.Region,animals,Taxon,Prod_tonnes_mean,sd,Scenario,plot_id
Fiji,Small Island Nations,marine crustacean,Seafood,39,0,Mixed,9
Bangladesh,Middle East,marine crustacean,Seafood,350288,0,Mixed,9
Ghana,Western Africa,marine crustacean,Seafood,43,0,Mixed,9
Thailand,Southern Asia,marine crustacean,Seafood,1215510,0,Mixed,9
Saint Kitts and Nevis,Central America,marine crustacean,Seafood,0,0,Mixed,9
Malaysia,Southern Asia,marine crustacean,Seafood,266679,0,Mixed,9
"Tanzania, United Rep. of",Eastern Africa,marine crustacean,Seafood,1698,0,Mixed,9
"Venezuela, Boliv Rep of",South America,marine crustacean,Seafood,97673,0,Mixed,9
Suriname,South America,marine crustacean,Seafood,323,0,Mixed,9
Iran,Middle East,marine crustacean,Seafood,97564,0,Mixed,9
Algeria,Northern Africa,marine crustacean,Seafood,0,0,Mixed,9
Timor-Leste,Southern Asia,marine crustacean,Seafood,4,0,Mixed,9
Lebanon,Middle East,marine crustacean,Seafood,43,0,Mixed,9
Uruguay,South America,marine crustacean,Seafood,0,0,Mixed,9
Senegal,Western Africa,marine crustacean,Seafood,0,0,Mixed,9
Yemen,Middle East,marine crustacean,Seafood,0,0,Mixed,9
Papua New Guinea,Small Island Nations,marine crustacean,Seafood,61,0,Mixed,9
El Salvador,Central America,marine crustacean,Seafood,3525,0,Mixed,9
Egypt,Northern Africa,marine crustacean,Seafood,31407,0,Mixed,9
Vanuatu,Small Island Nations,marine crustacean,Seafood,55,0,Mixed,9
Honduras,Central America,marine crustacean,Seafood,138912,0,Mixed,9
Australia,Australia,marine crustacean,Seafood,47145,0,Marine,9
France,Europe,marine crustacean,Seafood,500,0,Marine,9
Greece,Europe,marine crustacean,Seafood,1,0,Marine,9
Italy,Europe,marine crustacean,Seafood,97,0,Marine,9
New Caledonia,Small Island Nations,marine crustacean,Seafood,20437,0,Marine,9
Portugal,Europe,marine crustacean,Seafood,62,0,Marine,9
Spain,Europe,marine crustacean,Seafood,1981,0,Marine,9
Turks and Caicos Islands,Caribbean,marine crustacean,Seafood,0,0,Marine,9
United States of America,USA,marine crustacean,Seafood,27595,0,Marine,9
Northern Mariana Is.,USA,marine crustacean,Seafood,287,0,Marine,9
Bahamas,Caribbean,marine crustacean,Seafood,104,0,Marine,9
Brazil,South America,marine crustacean,Seafood,812330,0,Marine,9
Cambodia,Southern Asia,marine crustacean,Seafood,2124,0,Marine,9
"China, mainland",China,marine crustacean,Seafood,1484499,0,Marine,9
Colombia,South America,marine crustacean,Seafood,35752,0,Marine,9
Costa Rica,Central America,marine crustacean,Seafood,37139,0,Marine,9
Cuba,Caribbean,marine crustacean,Seafood,51480,0,Marine,9
Cyprus,Western Asia,marine crustacean,Seafood,293,0,Marine,9
Dominican Republic,Caribbean,marine crustacean,Seafood,5621,0,Marine,9
Ecuador,South America,marine crustacean,Seafood,4247280,0,Marine,9
French Polynesia,Small Island Nations,marine crustacean,Seafood,1112,0,Marine,9
Indonesia,Southern Asia,marine crustacean,Seafood,7477822,0,Marine,9
Japan,Eastern Asia,marine crustacean,Seafood,19762,0,Marine,9
"Korea, Republic of",Eastern Asia,marine crustacean,Seafood,56226,0,Marine,9
Madagascar,Eastern Africa,marine crustacean,Seafood,58662,0,Marine,9
Mauritius,Eastern Africa,marine crustacean,Seafood,12,0,Marine,9
Mexico,Central America,marine crustacean,Seafood,1086465,0,Marine,9
Mozambique,Eastern Africa,marine crustacean,Seafood,0,0,Marine,9
Myanmar,Southern Asia,marine crustacean,Seafood,524664,0,Marine,9
Nicaragua,Central America,marine crustacean,Seafood,381356,0,Marine,9
Oman,Middle East,marine crustacean,Seafood,3460,0,Marine,9
Pakistan,Middle East,marine crustacean,Seafood,1437,0,Marine,9
Panama,Central America,marine crustacean,Seafood,107569,0,Marine,9
Peru,South America,marine crustacean,Seafood,268374,0,Marine,9
Philippines,Southern Asia,marine crustacean,Seafood,932116,0,Marine,9
Saudi Arabia,Middle East,marine crustacean,Seafood,162146,0,Marine,9
Seychelles,Eastern Africa,marine crustacean,Seafood,0,0,Marine,9
Singapore,Southern Asia,marine crustacean,Seafood,3314,0,Marine,9
Taiwan Province of China,China,marine crustacean,Seafood,92522,0,Marine,9
Tunisia,Northern Africa,marine crustacean,Seafood,0,0,Marine,9
Turkey,Middle East,marine crustacean,Seafood,0,0,Marine,9
United Arab Emirates,Middle East,marine crustacean,Seafood,4372,0,Marine,9
Viet Nam,Southern Asia,marine crustacean,Seafood,8143048,0,Marine,9
Sri Lanka,Southern Asia,marine crustacean,Seafood,64354,0,Marine,9
Belize,Central America,marine crustacean,Seafood,89487,0,Marine,9
Eritrea,Eastern Africa,marine crustacean,Seafood,0,0,Marine,9
"China, mainland",China,marine crustacean,Seafood,16426068,0,Marine,9
Brunei Darussalam,Southern Asia,marine crustacean,Seafood,7386,0,Marine,9
Guam,Small Island Nations,marine crustacean,Seafood,125,0,Marine,9
Guatemala,Central America,marine crustacean,Seafood,140060,0,Marine,9
Guyana,South America,marine crustacean,Seafood,1752,0,Marine,9
India,Southern Asia,marine crustacean,Seafood,4710221,0,Marine,9
Fiji,Small Island Nations,marine crustacean,Seafood,112,0,Marine,9
Bangladesh,Middle East,marine crustacean,Seafood,1008017,0,Marine,9
Ghana,Western Africa,marine crustacean,Seafood,125,0,Marine,9
Thailand,Southern Asia,marine crustacean,Seafood,3497847,0,Marine,9
Saint Kitts and Nevis,Central America,marine crustacean,Seafood,0,0,Marine,9
Malaysia,Southern Asia,marine crustacean,Seafood,767416,0,Marine,9
"Tanzania, United Rep. of",Eastern Africa,marine crustacean,Seafood,4887,0,Marine,9
"Venezuela, Boliv Rep of",South America,marine crustacean,Seafood,281070,0,Marine,9
Suriname,South America,marine crustacean,Seafood,929,0,Marine,9
Iran,Middle East,marine crustacean,Seafood,280758,0,Marine,9
Algeria,Northern Africa,marine crustacean,Seafood,0,0,Marine,9
Timor-Leste,Southern Asia,marine crustacean,Seafood,12,0,Marine,9
Lebanon,Middle East,marine crustacean,Seafood,125,0,Marine,9
Uruguay,South America,marine crustacean,Seafood,0,0,Marine,9
Senegal,Western Africa,marine crustacean,Seafood,0,0,Marine,9
Yemen,Middle East,marine crustacean,Seafood,0,0,Marine,9
Papua New Guinea,Small Island Nations,marine crustacean,Seafood,175,0,Marine,9
El Salvador,Central America,marine crustacean,Seafood,10144,0,Marine,9
Egypt,Northern Africa,marine crustacean,Seafood,90380,0,Marine,9
Vanuatu,Small Island Nations,marine crustacean,Seafood,157,0,Marine,9
Honduras,Central America,marine crustacean,Seafood,399744,0,Marine,9
Albania,Europe,fw fish,Seafood,330,,Current,10
Australia,Australia,fw fish,Seafood,846,,Current,10
Austria,Europe,fw fish,Seafood,3379,,Current,10
Belgium,Europe,fw fish,Seafood,214,,Current,10
Bosnia and Herzegovina,Europe,fw fish,Seafood,3177,,Current,10
Bulgaria,Europe,fw fish,Seafood,6983,,Current,10
Canada,Canada,fw fish,Seafood,8682,,Current,10
Croatia,Europe,fw fish,Seafood,3095,,Current,10
Czechia,Europe,fw fish,Seafood,19693,,Current,10
Denmark,Europe,fw fish,Seafood,21654,,Current,10
Estonia,Europe,fw fish,Seafood,873,,Current,10
Finland,Europe,fw fish,Seafood,1962,,Current,10
France,Europe,fw fish,Seafood,43500,,Current,10
Germany,Europe,fw fish,Seafood,20652,,Current,10
Greece,Europe,fw fish,Seafood,1947,,Current,10
Hungary,Europe,fw fish,Seafood,13830,,Current,10
Iceland,Europe,fw fish,Seafood,604,,Current,10
Ireland,Europe,fw fish,Seafood,886,,Current,10
Italy,Europe,fw fish,Seafood,34850,,Current,10
Latvia,Europe,fw fish,Seafood,686,,Current,10
Lithuania,Europe,fw fish,Seafood,3739,,Current,10
The former Yugoslav Republic of Macedonia,Europe,fw fish,Seafood,1214,,Current,10
"Moldova, Republic of",Europe,fw fish,Seafood,3306,,Current,10
Montenegro,Europe,fw fish,Seafood,597,,Current,10
Netherlands,Europe,fw fish,Seafood,5555,,Current,10
New Zealand,New Zealand,fw fish,Seafood,1084,,Current,10
Northern Mariana Is.,USA,fw fish,Seafood,19,,Current,10
Norway,Europe,fw fish,Seafood,76,,Current,10
Poland,Europe,fw fish,Seafood,39739,,Current,10
Portugal,Europe,fw fish,Seafood,752,,Current,10
Romania,Europe,fw fish,Seafood,6456,,Current,10
Serbia,Europe,fw fish,Seafood,6635,,Current,10
Serbia and Montenegro,Europe,fw fish,Seafood,0,,Current,10
Slovakia,Europe,fw fish,Seafood,1224,,Current,10
Slovenia,Europe,fw fish,Seafood,901,,Current,10
Spain,Europe,fw fish,Seafood,15531,,Current,10
Sweden,Europe,fw fish,Seafood,8659,,Current,10
Switzerland,Europe,fw fish,Seafood,1593,,Current,10
United Kingdom,Europe,fw fish,Seafood,11469,,Current,10
United States of America,USA,fw fish,Seafood,176372,,Current,10
US Virgin Islands,USA,fw fish,Seafood,8,,Current,10
Afghanistan,Middle East,fw fish,Seafood,1100,,Current,10
Algeria,Northern Africa,fw fish,Seafood,1345,,Current,10
American Samoa,Small Island Nations,fw fish,Seafood,20,,Current,10
Angola,Central Africa,fw fish,Seafood,305,,Current,10
Argentina,South America,fw fish,Seafood,3977,,Current,10
Armenia,East Europe and CIS,fw fish,Seafood,13352,,Current,10
Azerbaijan,Middle East,fw fish,Seafood,270,,Current,10
Bangladesh,Middle East,fw fish,Seafood,1532067,,Current,10
Barbados,Caribbean,fw fish,Seafood,20,,Current,10
Belarus,East Europe and CIS,fw fish,Seafood,8760,,Current,10
Belize,Central America,fw fish,Seafood,47,,Current,10
Benin,Western Africa,fw fish,Seafood,1425,,Current,10
Bhutan,Middle East,fw fish,Seafood,135,,Current,10
Bolivia (Plurinational State of),South America,fw fish,Seafood,1400,,Current,10
Brazil,South America,fw fish,Seafood,475976,,Current,10
Brunei Darussalam,Southern Asia,fw fish,Seafood,6,,Current,10
Burkina Faso,Western Africa,fw fish,Seafood,200,,Current,10
Burundi,Eastern Africa,fw fish,Seafood,165,,Current,10
Cote d'Ivoire,Western Africa,fw fish,Seafood,2930,,Current,10
Cambodia,Southern Asia,fw fish,Seafood,114965,,Current,10
Cameroon,Central Africa,fw fish,Seafood,840,,Current,10
Central African Republic,Central Africa,fw fish,Seafood,140,,Current,10
Chad,Central Africa,fw fish,Seafood,3,,Current,10
Chile,South America,fw fish,Seafood,68664,,Current,10
"China, Hong Kong SAR",Eastern Asia,fw fish,Seafood,1632,,Current,10
"China, mainland",China,fw fish,Seafood,18600759,,Current,10
Colombia,South America,fw fish,Seafood,88990,,Current,10
Congo,Central Africa,fw fish,Seafood,134,,Current,10
"Congo, Dem. Rep. of the",Central Africa,fw fish,Seafood,2871,,Current,10
Cook Islands,Small Island Nations,fw fish,Seafood,2,,Current,10
Costa Rica,Central America,fw fish,Seafood,23514,,Current,10
Cuba,Caribbean,fw fish,Seafood,7981,,Current,10
Cyprus,Western Asia,fw fish,Seafood,43,,Current,10
Czechoslovakia,East Europe and CIS,fw fish,Seafood,0,,Current,10
Dominica,Caribbean,fw fish,Seafood,5,,Current,10
Dominican Republic,Caribbean,fw fish,Seafood,1267,,Current,10
Ecuador,South America,fw fish,Seafood,28202,,Current,10
Egypt,Northern Africa,fw fish,Seafood,228433,,Current,10
El Salvador,Central America,fw fish,Seafood,832,,Current,10
Equatorial Guinea,Central Africa,fw fish,Seafood,15,,Current,10
Ethiopia,Eastern Africa,fw fish,Seafood,86,,Current,10
Fiji,Small Island Nations,fw fish,Seafood,170,,Current,10
French Guiana,South America,fw fish,Seafood,3,,Current,10
French Polynesia,Small Island Nations,fw fish,Seafood,0,,Current,10
Gabon,Central Africa,fw fish,Seafood,45,,Current,10
Gambia,Western Africa,fw fish,Seafood,15,,Current,10
Georgia,Western Asia,fw fish,Seafood,550,,Current,10
Ghana,Western Africa,fw fish,Seafood,38535,,Current,10
Guadeloupe,Caribbean,fw fish,Seafood,4,,Current,10
Guam,Small Island Nations,fw fish,Seafood,70,,Current,10
Guatemala,Central America,fw fish,Seafood,9550,,Current,10
Guinea,Western Africa,fw fish,Seafood,250,,Current,10
Guyana,South America,fw fish,Seafood,137,,Current,10
Haiti,Caribbean,fw fish,Seafood,1010,,Current,10
Honduras,Central America,fw fish,Seafood,29750,,Current,10
India,Southern Asia,fw fish,Seafood,4071080,,Current,10
Indonesia,Southern Asia,fw fish,Seafood,2857551,,Current,10
Iran,Middle East,fw fish,Seafood,195301,,Current,10
Iraq,Middle East,fw fish,Seafood,26359,,Current,10
Israel,Middle East,fw fish,Seafood,16941,,Current,10
Jamaica,Caribbean,fw fish,Seafood,710,,Current,10
Japan,Eastern Asia,fw fish,Seafood,33871,,Current,10
Jordan,Western Asia,fw fish,Seafood,680,,Current,10
Kazakhstan,East Europe and CIS,fw fish,Seafood,408,,Current,10
Kenya,Eastern Africa,fw fish,Seafood,24098,,Current,10
"Korea, Dem. People's Rep",Eastern Asia,fw fish,Seafood,4450,,Current,10
"Korea, Republic of",Eastern Asia,fw fish,Seafood,17218,,Current,10
Kyrgyzstan,East Europe and CIS,fw fish,Seafood,434,,Current,10
Lao People's Dem. Rep.,Southern Asia,fw fish,Seafood,88310,,Current,10
Lebanon,Middle East,fw fish,Seafood,1115,,Current,10
Lesotho,Southern Africa,fw fish,Seafood,901,,Current,10
Liberia,Western Africa,fw fish,Seafood,40,,Current,10
Libya,Northern Africa,fw fish,Seafood,10,,Current,10
Madagascar,Eastern Africa,fw fish,Seafood,3773,,Current,10
Malawi,Eastern Africa,fw fish,Seafood,4742,,Current,10
Malaysia,Southern Asia,fw fish,Seafood,104957,,Current,10
Mali,Western Africa,fw fish,Seafood,1953,,Current,10
Martinique,Caribbean,fw fish,Seafood,6,,Current,10
Mauritius,Eastern Africa,fw fish,Seafood,70,,Current,10
Mexico,Central America,fw fish,Seafood,83802,,Current,10
Morocco,Northern Africa,fw fish,Seafood,650,,Current,10
Mozambique,Eastern Africa,fw fish,Seafood,1029,,Current,10
Myanmar,Southern Asia,fw fish,Seafood,879358,,Current,10
Namibia,Southern Africa,fw fish,Seafood,65,,Current,10
Nepal,Southern Asia,fw fish,Seafood,27835,,Current,10
Nicaragua,Central America,fw fish,Seafood,38,,Current,10
Niger,Western Africa,fw fish,Seafood,329,,Current,10
Nigeria,Western Africa,fw fish,Seafood,313231,,Current,10
Oman,Middle East,fw fish,Seafood,5,,Current,10
Pakistan,Middle East,fw fish,Seafood,123444,,Current,10
"Palestine, Occupied Tr.",Middle East,fw fish,Seafood,90,,Current,10
Panama,Central America,fw fish,Seafood,262,,Current,10
Papua New Guinea,Small Island Nations,fw fish,Seafood,2135,,Current,10
Paraguay,South America,fw fish,Seafood,7500,,Current,10
Peru,South America,fw fish,Seafood,38605,,Current,10
Philippines,Southern Asia,fw fish,Seafood,299265,,Current,10
Puerto Rico,Central America,fw fish,Seafood,8,,Current,10
Qatar,Middle East,fw fish,Seafood,56,,Current,10
R'union,Eastern Africa,fw fish,Seafood,60,,Current,10
Russian Federation,East Europe and CIS,fw fish,Seafood,115986,,Current,10
Rwanda,Eastern Africa,fw fish,Seafood,1584,,Current,10
Saint Lucia,Central America,fw fish,Seafood,8,,Current,10
Samoa,Small Island Nations,fw fish,Seafood,3,,Current,10
Saudi Arabia,Middle East,fw fish,Seafood,6060,,Current,10
Senegal,Western Africa,fw fish,Seafood,499,,Current,10
Sierra Leone,Western Africa,fw fish,Seafood,75,,Current,10
Singapore,Southern Asia,fw fish,Seafood,482,,Current,10
Solomon Islands,Small Island Nations,fw fish,Seafood,2,,Current,10
South Africa,Southern Africa,fw fish,Seafood,1750,,Current,10
South Sudan,Eastern Africa,fw fish,Seafood,20,,Current,10
Sri Lanka,Southern Asia,fw fish,Seafood,28734,,Current,10
Sudan,Northern Africa,fw fish,Seafood,2000,,Current,10
Sudan,Northern Africa,fw fish,Seafood,0,,Current,10
Suriname,South America,fw fish,Seafood,7,,Current,10
Swaziland,Southern Africa,fw fish,Seafood,100,,Current,10
Syrian Arab Republic,Middle East,fw fish,Seafood,2998,,Current,10
Taiwan Province of China,China,fw fish,Seafood,113964,,Current,10
Tajikistan,East Europe and CIS,fw fish,Seafood,234,,Current,10
"Tanzania, United Rep. of",Eastern Africa,fw fish,Seafood,3011,,Current,10
Thailand,Southern Asia,fw fish,Seafood,394746,,Current,10
Timor-Leste,Southern Asia,fw fish,Seafood,50,,Current,10
Togo,Western Africa,fw fish,Seafood,25,,Current,10
Trinidad and Tobago,Caribbean,fw fish,Seafood,5,,Current,10
Tunisia,Northern Africa,fw fish,Seafood,1034,,Current,10
Turkey,Middle East,fw fish,Seafood,108189,,Current,10
Turkmenistan,East Europe and CIS,fw fish,Seafood,15,,Current,10
Uganda,Eastern Africa,fw fish,Seafood,111023,,Current,10
Ukraine,East Europe and CIS,fw fish,Seafood,12862,,Current,10
Russian Federation,East Europe and CIS,fw fish,Seafood,0,,Current,10
United Arab Emirates,Middle East,fw fish,Seafood,148,,Current,10
Uruguay,South America,fw fish,Seafood,215,,Current,10
Uzbekistan,East Europe and CIS,fw fish,Seafood,14669,,Current,10
Vanuatu,Small Island Nations,fw fish,Seafood,65,,Current,10
"Venezuela, Boliv Rep of",South America,fw fish,Seafood,8224,,Current,10
Viet Nam,Southern Asia,fw fish,Seafood,2270155,,Current,10
Yugoslavia,East Europe and CIS,fw fish,Seafood,0,,Current,10
Zambia,Eastern Africa,fw fish,Seafood,19281,,Current,10
Zimbabwe,Eastern Africa,fw fish,Seafood,10600,,Current,10
Albania,Europe,fw fish,Seafood,662,1,BAU,10
Australia,Australia,fw fish,Seafood,1696,19,BAU,10
Austria,Europe,fw fish,Seafood,6776,0,BAU,10
Belgium,Europe,fw fish,Seafood,429,259,BAU,10
Bosnia and Herzegovina,Europe,fw fish,Seafood,6371,3,BAU,10
Bulgaria,Europe,fw fish,Seafood,14003,38,BAU,10
Canada,Canada,fw fish,Seafood,17410,98,BAU,10
Croatia,Europe,fw fish,Seafood,6206,393,BAU,10
Czechia,Europe,fw fish,Seafood,39490,25,BAU,10
Denmark,Europe,fw fish,Seafood,43423,370,BAU,10
Estonia,Europe,fw fish,Seafood,1751,813,BAU,10
Finland,Europe,fw fish,Seafood,3934,1011,BAU,10
France,Europe,fw fish,Seafood,87229,360,BAU,10
Germany,Europe,fw fish,Seafood,41413,2293,BAU,10
Greece,Europe,fw fish,Seafood,3904,2521,BAU,10
Hungary,Europe,fw fish,Seafood,27733,102,BAU,10
Iceland,Europe,fw fish,Seafood,1210,228,BAU,10
Ireland,Europe,fw fish,Seafood,1777,5064,BAU,10
Italy,Europe,fw fish,Seafood,69883,2404,BAU,10
Latvia,Europe,fw fish,Seafood,1376,227,BAU,10
Lithuania,Europe,fw fish,Seafood,7497,1610,BAU,10
The former Yugoslav Republic of Macedonia,Europe,fw fish,Seafood,2434,70,BAU,10
"Moldova, Republic of",Europe,fw fish,Seafood,6629,103,BAU,10
Montenegro,Europe,fw fish,Seafood,1197,4057,BAU,10
Netherlands,Europe,fw fish,Seafood,11139,80,BAU,10
New Zealand,New Zealand,fw fish,Seafood,2174,435,BAU,10
Northern Mariana Is.,USA,fw fish,Seafood,38,141,BAU,10
Norway,Europe,fw fish,Seafood,151,385,BAU,10
Poland,Europe,fw fish,Seafood,79687,70,BAU,10
Portugal,Europe,fw fish,Seafood,1508,647,BAU,10
Romania,Europe,fw fish,Seafood,12947,126,BAU,10
Serbia,Europe,fw fish,Seafood,13305,2,BAU,10
Serbia and Montenegro,Europe,fw fish,Seafood,0,9,BAU,10
Slovakia,Europe,fw fish,Seafood,2454,4626,BAU,10
Slovenia,Europe,fw fish,Seafood,1806,88,BAU,10
Spain,Europe,fw fish,Seafood,31143,752,BAU,10
Sweden,Europe,fw fish,Seafood,17364,772,BAU,10
Switzerland,Europe,fw fish,Seafood,3194,0,BAU,10
United Kingdom,Europe,fw fish,Seafood,22998,142,BAU,10
United States of America,USA,fw fish,Seafood,353672,105,BAU,10
US Virgin Islands,USA,fw fish,Seafood,15,1808,BAU,10
Afghanistan,Middle East,fw fish,Seafood,2426,2,BAU,10
