Country,Country.Region,ID,animals,Taxon,Current_onfeed,mean_wheat,mean_corn,mean_soy,mean_rs,mean_pulses,mean_barley,mean_cv
Russian Federation,East Europe and CIS,Other_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Samoa,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Senegal,Western Africa,Western Africa_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Seychelles,Eastern Africa,Eastern Africa_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Singapore,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
South Africa,Southern Africa,Southern Africa_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
"China, Taiwan Province of",China,China_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Thailand,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Tonga,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Tunisia,Northern Africa,Northern Africa_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Ukraine,East Europe and CIS,Other_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Russian Federation,East Europe and CIS,Other_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Venezuela (Bolivarian Republic of),South America,South America_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Viet Nam,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Yugoslavia,East Europe and CIS,Other_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
